transcript_id,gene_id,VXZQDSSGHVXESRCU,GFVFCKEMORKYYMLY,DZSVCTWUYNSXZPKA,OXBCHWNYNTPSSTGN,YFLQYUFTSERFAPKN,GDIOTRNJDLZYKHKX,WXOFHUORVFJYNQPU,QSSRZDSPSKYUXCHP
ENSMUSG00000063694.5_50564435_50566538_1,ENSMUSG00000063694.5,338,464,578,338,575,194,357,27
ENSMUSG00000006740.14_6203089_6241478_1,ENSMUSG00000006740.14,31,51,57,43,44,24,32,2
ENSMUST00000005830.14,ENSMUSG00000005687.14,60,112,131,89,128,47,71,5
ENSMUST00000222509.1,ENSMUSG00000021413.9,14,24,30,22,41,19,22,0
ENSMUST00000155028.1,ENSMUSG00000031320.9,3,2,2,5,2,0,3,1
ENSMUSG00000022018.7_79287944_79301645_1,ENSMUSG00000022018.7,120,127,227,120,168,95,189,13
ENSMUSG00000030555.16_67647581_67726577_1,ENSMUSG00000030555.16,17,15,34,16,31,8,26,2
ENSMUSG00000020745.15_74677560_74724363_2,ENSMUSG00000020745.15,72,76,81,79,74,33,47,11
ENSMUST00000119411.1,ENSMUSG00000082328.1,1,1,3,0,0,0,0,0
ENSMUSG00000056579.18_3643894_3647530_1,ENSMUSG00000056579.18,19,27,21,21,23,12,16,0
ENSMUST00000205887.1,ENSMUSG00000055652.14,2,2,3,2,2,0,2,1
ENSMUSG00000061731.9_53068261_53075819_1,ENSMUSG00000061731.9,132,127,329,78,162,92,173,16
ENSMUSG00000021843.17_47649311_47712508_1,ENSMUSG00000021843.17,38,58,73,53,63,26,38,6
ENSMUST00000220983.1,ENSMUSG00000020949.9,3,3,2,0,4,0,2,0
ENSMUSG00000031996.17_31149557_31211644_2,ENSMUSG00000031996.17,35,64,88,46,51,29,44,3
ENSMUST00000172501.7,ENSMUSG00000092203.7,151,193,319,164,202,145,184,12
ENSMUSG00000003039.9_72219730_72223023_1,ENSMUSG00000003039.9,82,113,238,100,116,74,143,10
ENSMUSG00000085385.7_158355785_158361513_3,ENSMUSG00000085385.7,7,13,29,14,8,11,8,0
ENSMUSG00000085385.7_158355785_158361513_1,ENSMUSG00000085385.7,0,3,3,4,3,1,2,0
ENSMUSG00000009828.15_78113300_78167942_1,ENSMUSG00000009828.15,23,53,57,42,69,18,37,3
ENSMUST00000176128.7,ENSMUSG00000021972.14,4,4,6,4,10,1,2,0
ENSMUSG00000056429.4_72610476_72616449_1,ENSMUSG00000056429.4,6,5,17,12,6,2,3,0
ENSMUSG00000025203.6_44306465_44306864_9,ENSMUSG00000025203.6,0,0,2,1,3,1,0,0
ENSMUSG00000015766.14_137517071_137649229_1,ENSMUSG00000015766.14,4,9,4,15,8,3,3,0
ENSMUSG00000057497.8_86365646_86370058_1,ENSMUSG00000057497.8,209,222,443,144,244,152,201,10
ENSMUSG00000026309.14_91375832_91398778_5,ENSMUSG00000026309.14,21,23,45,24,20,17,22,1
ENSMUSG00000026309.14_91375832_91398778_4,ENSMUSG00000026309.14,36,45,94,32,45,30,45,5
ENSMUSG00000026309.14_91375832_91398778_6,ENSMUSG00000026309.14,34,28,59,18,34,16,30,2
ENSMUST00000090749.12,ENSMUSG00000071866.12,10807,14168,21373,10250,14442,8644,12819,982
ENSMUSG00000026309.14_91375832_91398778_3,ENSMUSG00000026309.14,4,4,13,4,6,1,8,1
ENSMUSG00000026309.14_91375832_91398778_2,ENSMUSG00000026309.14,10,20,27,13,15,6,14,0
ENSMUSG00000006941.5_120492633_120495330_1,ENSMUSG00000006941.5,349,454,931,355,625,334,622,44
ENSMUSG00000003778.14_34613217_34624574_1,ENSMUSG00000003778.14,5,3,6,2,3,4,0,0
ENSMUSG00000006941.5_120492633_120495330_3,ENSMUSG00000006941.5,38,28,66,14,61,17,34,2
ENSMUSG00000006941.5_120492633_120495330_2,ENSMUSG00000006941.5,7,1,13,6,8,5,4,0
ENSMUSG00000006941.5_120492633_120495330_5,ENSMUSG00000006941.5,15,4,30,7,18,14,22,0
ENSMUST00000030311.10,ENSMUSG00000028576.12,122,140,192,122,131,56,122,5
ENSMUSG00000022404.8_81319220_81360777_1,ENSMUSG00000022404.8,61,67,112,55,51,50,70,5
ENSMUSG00000041718.16_144363988_144374450_1,ENSMUSG00000041718.16,16,13,11,9,9,6,9,1
ENSMUSG00000030310.10_114282790_114317532_1,ENSMUSG00000030310.10,3,2,9,10,30,3,5,1
ENSMUSG00000030310.10_114282790_114317532_2,ENSMUSG00000030310.10,349,340,504,328,1298,205,391,25
ENSMUSG00000015013.9_122613064_122615589_1,ENSMUSG00000015013.9,14,19,41,8,22,12,37,3
ENSMUSG00000028273.15_142239590_142395634_1,ENSMUSG00000028273.15,577,588,856,459,845,296,560,56
ENSMUST00000108496.8,ENSMUSG00000001918.17,88,109,180,73,92,59,92,13
ENSMUST00000041614.14,ENSMUSG00000037300.19,3,4,9,4,5,3,9,1
ENSMUSG00000020034.7_84576897_84614359_1,ENSMUSG00000020034.7,12,18,28,15,65,6,6,1
ENSMUST00000134425.7,ENSMUSG00000061787.15,51,64,115,33,53,37,64,10
ENSMUST00000108468.4,ENSMUSG00000030401.16,40,51,87,28,60,35,37,6
ENSMUSG00000075486.10_101634096_101640448_2,ENSMUSG00000075486.10,0,0,0,0,1,1,0,0
ENSMUSG00000075486.10_101634096_101640448_1,ENSMUSG00000075486.10,3,0,0,1,2,0,0,0
ENSMUST00000026354.14,ENSMUSG00000025316.16,1,1,2,1,1,1,2,0
ENSMUSG00000069171.14_78189444_78200080_1,ENSMUSG00000069171.14,38,50,60,30,70,19,36,5
ENSMUST00000019974.4,ENSMUSG00000019832.5,24,17,18,16,35,5,20,3
ENSMUSG00000028955.3_151048927_151057946_1,ENSMUSG00000028955.3,9,6,7,5,6,3,2,0
ENSMUST00000153640.2,ENSMUSG00000030870.12,97,109,156,97,111,53,84,2
ENSMUSG00000067786.16_157561678_157562504_1,ENSMUSG00000067786.16,4,2,4,3,4,0,5,0
ENSMUSG00000066324.2_4769334_4793355_1,ENSMUSG00000066324.2,6,10,4,3,10,2,2,0
ENSMUSG00000035790.15_32099952_32107155_1,ENSMUSG00000035790.15,1,2,2,1,2,0,1,0
ENSMUSG00000006673.14_108517103_108560165_1,ENSMUSG00000006673.14,4,15,20,11,13,5,14,0
ENSMUSG00000057789.14_27020666_27028578_1,ENSMUSG00000057789.14,4,6,7,2,14,3,5,0
ENSMUSG00000034673.14_34592263_34596674_1,ENSMUSG00000034673.14,26,27,71,34,42,27,46,6
ENSMUSG00000000563.17_105942702_105956042_2,ENSMUSG00000000563.17,97,68,169,47,183,53,102,6
ENSMUSG00000000563.17_105942702_105956042_3,ENSMUSG00000000563.17,82,83,158,54,153,46,97,2
ENSMUST00000060805.6,ENSMUSG00000038014.7,417,505,867,445,768,281,501,44
ENSMUSG00000000563.17_105942702_105956042_1,ENSMUSG00000000563.17,24,22,32,6,44,8,21,1
ENSMUSG00000000563.17_105942702_105956042_4,ENSMUSG00000000563.17,123,129,241,79,240,68,123,8
ENSMUSG00000021843.17_47649311_47663980_1,ENSMUSG00000021843.17,16,24,27,27,15,8,23,1
ENSMUSG00000021843.17_47649311_47663980_2,ENSMUSG00000021843.17,35,41,78,55,89,26,65,2
ENSMUST00000232499.1,ENSMUSG00000092074.2,1,0,2,0,1,0,0,0
ENSMUST00000211533.1,ENSMUSG00000110357.1,0,3,2,2,1,1,3,0
ENSMUST00000102563.1,ENSMUSG00000060216.15,0,1,8,1,3,0,1,0
ENSMUST00000058639.10,ENSMUSG00000049882.10,38,64,103,40,38,39,63,4
ENSMUSG00000032306.14_57544580_57552731_1,ENSMUSG00000032306.14,16,39,47,16,44,15,26,2
ENSMUSG00000024608.11_60776460_60778546_1,ENSMUSG00000024608.11,36,44,121,17,67,36,70,4
ENSMUSG00000024608.11_60776460_60778546_3,ENSMUSG00000024608.11,31,19,84,15,28,22,35,0
ENSMUSG00000024608.11_60776460_60778546_2,ENSMUSG00000024608.11,62,62,180,27,69,49,75,6
ENSMUSG00000024608.11_60776460_60778546_5,ENSMUSG00000024608.11,57,42,164,27,78,39,78,2
ENSMUSG00000024608.11_60776460_60778546_4,ENSMUSG00000024608.11,0,0,2,0,0,0,1,0
ENSMUSG00000024608.11_60776460_60778546_7,ENSMUSG00000024608.11,164,121,355,67,204,108,177,16
ENSMUSG00000031860.17_69832690_69872292_1,ENSMUSG00000031860.17,24,26,61,23,52,22,57,1
ENSMUSG00000024608.11_60776460_60778546_9,ENSMUSG00000024608.11,33,30,74,13,60,24,38,0
ENSMUSG00000024608.11_60776460_60778546_8,ENSMUSG00000024608.11,107,77,269,39,139,86,136,8
ENSMUST00000120367.7,ENSMUSG00000031969.16,36,41,62,39,71,25,33,2
ENSMUST00000051758.10,ENSMUSG00000066735.8,9,17,14,20,20,14,12,0
ENSMUSG00000029860.16_42349780_42358395_1,ENSMUSG00000029860.16,13,12,26,21,11,6,12,1
ENSMUSG00000031939.16_15314074_15316976_4,ENSMUSG00000031939.16,10,9,14,5,18,3,10,0
ENSMUSG00000031939.16_15314074_15316976_2,ENSMUSG00000031939.16,14,11,16,10,14,2,9,1
ENSMUST00000112315.1,ENSMUSG00000038344.14,4,6,11,2,8,1,3,0
ENSMUSG00000052144.8_100833622_100868519_1,ENSMUSG00000052144.8,13,12,23,10,13,3,4,0
ENSMUST00000173913.7,ENSMUSG00000004591.16,3,5,4,2,4,0,5,0
ENSMUSG00000028437.14_41349048_41389060_1,ENSMUSG00000028437.14,22,25,45,16,29,18,25,4
ENSMUSG00000032386.15_65831759_65885055_1,ENSMUSG00000032386.15,3,16,23,23,27,12,25,1
ENSMUST00000134080.1,ENSMUSG00000041431.16,3,3,2,1,5,0,1,1
ENSMUSG00000037470.14_36143486_36157501_1,ENSMUSG00000037470.14,50,49,70,48,71,23,43,2
ENSMUSG00000040711.8_32347840_32422397_1,ENSMUSG00000040711.8,2,5,1,5,4,2,0,0
ENSMUSG00000018585.9_55446644_55450627_1,ENSMUSG00000018585.9,1,2,9,0,5,3,4,0
ENSMUSG00000021076.6_70937915_70962286_1,ENSMUSG00000021076.6,140,176,271,120,206,96,156,6
ENSMUSG00000025555.14_121280887_121283744_1,ENSMUSG00000025555.14,29,24,35,27,28,17,24,2
ENSMUSG00000027405.16_130274455_130278995_3,ENSMUSG00000027405.16,48,43,123,33,42,33,58,12
ENSMUSG00000035640.18_80130551_80139235_1,ENSMUSG00000035640.18,9,15,31,10,32,10,19,1
ENSMUST00000028650.8,ENSMUSG00000027222.14,8,9,17,10,4,4,9,1
ENSMUSG00000034263.13_64960905_64986708_1,ENSMUSG00000034263.13,39,68,87,54,59,33,45,5
ENSMUST00000025204.6,ENSMUSG00000024346.6,6,10,18,6,17,4,7,1
ENSMUST00000233136.1,ENSMUSG00000023971.9,3,3,11,3,6,5,5,0
ENSMUST00000140640.1,ENSMUSG00000006024.13,11,15,40,10,21,7,18,0
ENSMUSG00000014226.10_160202921_160212822_1,ENSMUSG00000014226.10,347,460,677,369,419,246,367,19
ENSMUSG00000049090.3_84088063_84095616_2,ENSMUSG00000049090.3,9,17,13,14,26,2,7,0
ENSMUSG00000029623.14_145135110_145167257_1,ENSMUSG00000029623.14,1,4,8,0,2,1,5,0
ENSMUSG00000022476.8_81916083_81926183_1,ENSMUSG00000022476.8,4,4,9,6,2,5,13,0
ENSMUST00000172023.7,ENSMUSG00000079435.9,71,61,160,47,71,54,98,9
ENSMUSG00000022476.8_81916083_81926183_4,ENSMUSG00000022476.8,61,55,120,55,53,64,92,6
ENSMUSG00000022476.8_81916083_81926183_5,ENSMUSG00000022476.8,5,9,21,11,5,9,15,1
ENSMUST00000176485.7,ENSMUSG00000021595.18,3,4,4,7,2,1,3,0
ENSMUST00000201739.1,ENSMUSG00000029152.13,63,71,119,43,97,29,60,4
ENSMUST00000120222.7,ENSMUSG00000071266.13,4,15,12,14,7,7,6,0
ENSMUST00000059680.6,ENSMUSG00000022200.8,58,71,111,68,71,24,52,8
ENSMUST00000145310.7,ENSMUSG00000029769.16,14,10,22,7,10,2,5,0
ENSMUSG00000110344.1_90249476_90251255_1,ENSMUSG00000110344.1,37,40,51,10,41,24,39,2
ENSMUSG00000021139.17_81472095_81532877_2,ENSMUSG00000021139.17,9,7,14,10,19,5,8,0
ENSMUSG00000021139.17_81472095_81532877_1,ENSMUSG00000021139.17,5,4,5,5,8,1,6,0
ENSMUSG00000059714.13_35823382_35832791_1,ENSMUSG00000059714.13,47,50,90,51,68,37,81,6
ENSMUSG00000025538.15_129846986_129863432_1,ENSMUSG00000025538.15,62,88,187,63,101,62,92,6
ENSMUSG00000029998.14_86395622_86397119_1,ENSMUSG00000029998.14,2,7,6,2,4,2,5,0
ENSMUST00000113423.9,ENSMUSG00000024959.14,66,86,134,70,104,43,75,6
ENSMUST00000083257.1,ENSMUSG00000065191.1,0,0,1,2,2,0,1,0
ENSMUST00000218221.1,ENSMUSG00000061983.7,580,488,1471,251,456,470,724,55
ENSMUST00000006451.7,ENSMUSG00000006288.8,103,149,238,108,149,70,112,12
ENSMUST00000071874.7,ENSMUSG00000064210.7,49,74,133,94,64,45,78,6
ENSMUSG00000028613.15_107802293_107844517_1,ENSMUSG00000028613.15,2,3,6,3,8,3,7,1
ENSMUST00000128188.7,ENSMUSG00000042558.16,1,2,6,4,0,3,10,0
ENSMUSG00000033685.13_100493354_100499625_1,ENSMUSG00000033685.13,40,61,130,68,80,53,77,7
ENSMUST00000016977.14,ENSMUSG00000016833.14,67,84,97,73,93,35,50,3
ENSMUSG00000053332.13_161035163_161038539_25,ENSMUSG00000053332.13,7,11,13,8,11,5,6,0
ENSMUSG00000053332.13_161035163_161038539_24,ENSMUSG00000053332.13,19,22,42,19,18,16,17,1
ENSMUSG00000053332.13_161035163_161038539_27,ENSMUSG00000053332.13,29,27,57,30,42,16,29,3
ENSMUSG00000053332.13_161035163_161038539_26,ENSMUSG00000053332.13,8,6,7,9,15,4,9,0
ENSMUSG00000053332.13_161035163_161038539_21,ENSMUSG00000053332.13,18,20,55,19,38,14,35,1
ENSMUSG00000053332.13_161035163_161038539_20,ENSMUSG00000053332.13,9,3,11,4,9,3,8,1
ENSMUSG00000053332.13_161035163_161038539_23,ENSMUSG00000053332.13,33,41,84,40,36,22,28,2
ENSMUSG00000053332.13_161035163_161038539_22,ENSMUSG00000053332.13,0,0,1,0,0,0,1,0
ENSMUST00000136200.7,ENSMUSG00000029670.12,1,0,1,1,0,0,0,0
ENSMUST00000134585.7,ENSMUSG00000018666.13,2,10,2,6,5,0,1,0
ENSMUST00000150660.1,ENSMUSG00000037712.16,7,7,25,10,19,6,17,1
ENSMUSG00000052296.7_4631495_4632222_4,ENSMUSG00000052296.7,4,3,6,1,4,1,8,0
ENSMUSG00000052296.7_4631495_4632222_3,ENSMUSG00000052296.7,3,4,8,1,6,2,6,0
ENSMUSG00000052296.7_4631495_4632222_1,ENSMUSG00000052296.7,3,9,9,7,2,3,1,0
ENSMUSG00000039298.16_70352733_70410418_1,ENSMUSG00000039298.16,10,21,23,24,21,7,13,1
ENSMUST00000129947.8,ENSMUSG00000031167.16,3,1,5,7,7,3,7,1
ENSMUSG00000024588.9_64456542_64489063_1,ENSMUSG00000024588.9,15,43,37,22,32,10,19,1
ENSMUSG00000072591.10_128579106_128600654_1,ENSMUSG00000072591.10,5,4,14,3,4,2,5,0
ENSMUST00000176670.7,ENSMUSG00000055531.12,3,7,5,4,2,7,4,0
ENSMUST00000111261.10,ENSMUSG00000060261.15,12,18,22,20,18,8,7,3
ENSMUSG00000037296.7_25785288_25802537_1,ENSMUSG00000037296.7,1,6,8,8,6,3,4,1
ENSMUSG00000037296.7_25785288_25802537_3,ENSMUSG00000037296.7,74,110,138,102,120,54,113,9
ENSMUST00000105346.9,ENSMUSG00000020167.14,22,21,25,16,16,17,18,4
ENSMUST00000209565.1,ENSMUSG00000045969.8,15,21,32,18,26,15,13,3
ENSMUST00000023133.7,ENSMUSG00000022490.7,31,36,70,44,63,20,59,7
ENSMUST00000106261.7,ENSMUSG00000049728.14,3,10,13,7,8,7,6,0
ENSMUSG00000030846.15_128442280_128443871_1,ENSMUSG00000030846.15,21,14,47,9,33,15,22,1
ENSMUSG00000068882.13_69868779_69871846_1,ENSMUSG00000068882.13,173,177,162,100,251,55,87,5
ENSMUSG00000029840.8_35509933_35539810_1,ENSMUSG00000029840.8,152,182,222,175,257,86,149,12
ENSMUSG00000064061.13_48947695_48993942_1,ENSMUSG00000064061.13,9,12,10,21,18,6,14,1
ENSMUST00000111453.1,ENSMUSG00000029402.8,0,7,1,6,8,0,1,0
ENSMUSG00000033475.15_47686740_47688068_8,ENSMUSG00000033475.15,16,10,36,8,22,13,26,2
ENSMUSG00000037364.12_137300001_137307640_2,ENSMUSG00000037364.12,4,5,7,3,7,2,5,0
ENSMUSG00000037364.12_137300001_137307640_3,ENSMUSG00000037364.12,34,23,63,30,19,26,34,0
ENSMUSG00000037364.12_137300001_137307640_1,ENSMUSG00000037364.12,10,5,16,11,16,5,4,0
ENSMUSG00000026755.14_39008157_39015590_5,ENSMUSG00000026755.14,42,50,91,36,81,37,51,2
ENSMUSG00000026755.14_39008157_39015590_4,ENSMUSG00000026755.14,9,12,13,2,17,6,6,1
ENSMUST00000087563.6,ENSMUSG00000039069.19,12,19,19,9,14,13,19,1
ENSMUSG00000026755.14_39008157_39015590_2,ENSMUSG00000026755.14,56,78,163,51,80,64,102,6
ENSMUSG00000029004.15_23434449_23485470_1,ENSMUSG00000029004.15,16,25,39,22,40,13,17,3
ENSMUST00000030317.13,ENSMUSG00000028583.14,76,102,105,59,226,23,76,6
ENSMUST00000123846.8,ENSMUSG00000056394.17,2,1,5,3,0,3,2,0
ENSMUSG00000020372.15_48800360_48806088_3,ENSMUSG00000020372.15,93,98,275,56,120,73,122,8
ENSMUSG00000020372.15_48800360_48806088_2,ENSMUSG00000020372.15,42,52,96,23,40,35,41,2
ENSMUSG00000020955.9_51691037_51738932_4,ENSMUSG00000020955.9,9,15,18,7,16,6,13,1
ENSMUST00000012262.11,ENSMUSG00000012117.13,4,6,7,2,4,2,5,0
ENSMUST00000151871.1,ENSMUSG00000041453.12,0,3,3,6,1,1,4,0
ENSMUSG00000033475.15_47686740_47688068_2,ENSMUSG00000033475.15,4,6,15,1,5,4,7,0
ENSMUST00000024762.2,ENSMUSG00000023966.8,7,9,19,7,21,8,16,2
ENSMUST00000042662.9,ENSMUSG00000033186.9,188,227,378,159,268,140,190,13
ENSMUST00000030345.14,ENSMUSG00000028607.16,21,29,41,26,46,17,40,1
ENSMUST00000123026.7,ENSMUSG00000019320.14,0,1,1,0,1,0,1,0
ENSMUST00000064950.10,ENSMUSG00000013973.12,11,11,22,11,15,1,8,0
ENSMUST00000161409.1,ENSMUSG00000022635.9,1,1,7,3,8,0,3,0
ENSMUST00000222695.1,ENSMUSG00000021044.15,4,8,5,5,9,6,9,1
ENSMUSG00000008393.9_8660696_8672155_1,ENSMUSG00000008393.9,119,117,220,100,120,75,145,8
ENSMUSG00000005674.9_171219111_171222451_1,ENSMUSG00000005674.9,74,113,116,93,128,51,92,5
ENSMUST00000049168.8,ENSMUSG00000034893.9,14,13,28,20,11,9,8,0
ENSMUST00000037923.4,ENSMUSG00000038132.6,2,6,9,6,8,2,6,1
ENSMUSG00000015357.10_65294295_65330260_2,ENSMUSG00000015357.10,88,88,144,58,136,46,81,5
ENSMUST00000114726.7,ENSMUSG00000031134.16,19,43,67,38,53,20,36,1
ENSMUSG00000055430.4_58905233_58906673_1,ENSMUSG00000055430.4,108,110,223,77,229,68,107,8
ENSMUSG00000026234.12_86357145_86359231_2,ENSMUSG00000026234.12,8,11,17,6,7,8,4,0
ENSMUSG00000026048.16_44167815_44181260_1,ENSMUSG00000026048.16,173,165,335,141,201,129,167,22
ENSMUSG00000031715.14_80700835_80739282_1,ENSMUSG00000031715.14,385,391,629,320,376,205,323,30
ENSMUST00000237186.1,ENSMUSG00000039615.9,26,36,86,25,37,29,52,5
ENSMUST00000033495.14,ENSMUSG00000031155.16,4,7,12,6,9,2,1,0
ENSMUSG00000021241.7_84773325_84775088_3,ENSMUSG00000021241.7,37,40,73,21,60,26,38,4
ENSMUSG00000025925.14_15805664_15843470_1,ENSMUSG00000025925.14,16,25,31,28,20,15,18,2
ENSMUST00000238954.1,ENSMUSG00000053799.8,1,0,1,1,0,0,0,0
ENSMUST00000021426.9,ENSMUSG00000021038.17,0,0,0,1,0,0,0,0
ENSMUST00000234197.1,ENSMUSG00000040888.10,17,19,28,12,40,16,27,1
ENSMUSG00000037608.16_20325637_20340264_1,ENSMUSG00000037608.16,22,37,56,28,26,17,21,2
ENSMUSG00000092341.3_5795691_5797186_1,ENSMUSG00000092341.3,7,9,24,10,16,4,9,1
ENSMUSG00000027304.9_119733174_119733669_1,ENSMUSG00000027304.9,8,8,8,6,15,9,5,1
ENSMUST00000107770.1,ENSMUSG00000035495.15,2,3,5,7,6,3,3,0
ENSMUSG00000003378.9_25009849_25015897_1,ENSMUSG00000003378.9,127,128,379,127,233,150,259,23
ENSMUST00000064910.6,ENSMUSG00000030224.10,295,376,582,226,419,206,335,22
ENSMUSG00000060002.14_88473480_88503970_1,ENSMUSG00000060002.14,20,21,40,19,43,14,29,1
ENSMUSG00000028364.15_63959785_63964689_1,ENSMUSG00000028364.15,402,356,575,263,379,205,272,23
ENSMUSG00000044145.2_127204611_127208280_1,ENSMUSG00000044145.2,38,78,62,53,65,30,55,7
ENSMUSG00000115423.2_136881271_136891382_1,ENSMUSG00000115423.2,23,16,40,16,42,12,23,0
ENSMUSG00000025917.9_10024843_10037938_1,ENSMUSG00000025917.9,6,11,17,10,3,4,5,0
ENSMUSG00000022912.8_62854307_62928398_1,ENSMUSG00000022912.8,13,25,38,27,24,13,22,1
ENSMUSG00000027570.15_180598222_180622192_1,ENSMUSG00000027570.15,3,6,8,5,13,3,6,0
ENSMUSG00000037331.15_58008921_58041540_1,ENSMUSG00000037331.15,4,11,7,4,7,3,5,0
ENSMUSG00000025979.13_55131287_55154130_3,ENSMUSG00000025979.13,54,62,89,60,88,25,43,2
ENSMUSG00000022635.9_93386113_93397255_1,ENSMUSG00000022635.9,19,11,22,4,22,5,12,1
ENSMUST00000151572.2,ENSMUSG00000019359.14,3,7,4,6,10,3,3,0
ENSMUSG00000020392.8_51967661_51976611_1,ENSMUSG00000020392.8,36,31,52,35,30,22,24,2
ENSMUSG00000054766.13_30062099_30071795_1,ENSMUSG00000054766.13,399,470,801,344,438,247,386,30
ENSMUST00000127638.7,ENSMUSG00000004040.16,6,19,35,10,25,5,9,0
ENSMUST00000210478.1,ENSMUSG00000056228.10,1,0,0,0,1,1,1,0
ENSMUSG00000039989.7_119080155_119086221_1,ENSMUSG00000039989.7,16,28,54,22,35,26,32,5
ENSMUSG00000026036.17_58445628_58461525_1,ENSMUSG00000026036.17,99,106,180,68,114,67,108,6
ENSMUSG00000022314.10_51966615_51991747_1,ENSMUSG00000022314.10,163,274,391,241,311,121,212,12
ENSMUSG00000066613.14_109996522_110004383_1,ENSMUSG00000066613.14,25,50,41,29,29,32,25,4
ENSMUSG00000040760.11_26922837_26970521_1,ENSMUSG00000040760.11,8,19,20,11,16,9,10,0
ENSMUSG00000032369.13_92269911_92271981_1,ENSMUSG00000032369.13,10,8,28,5,12,13,21,1
ENSMUSG00000025024.7_53383557_53390578_2,ENSMUSG00000025024.7,1,2,2,1,4,1,4,1
ENSMUST00000170134.8,ENSMUSG00000022391.16,3,14,13,9,6,8,16,0
ENSMUSG00000031095.15_38533570_38565008_1,ENSMUSG00000031095.15,20,14,19,7,20,8,9,1
ENSMUSG00000021096.11_72761315_72794940_1,ENSMUSG00000021096.11,17,25,47,28,23,16,28,6
ENSMUSG00000006818.5_13007817_13015336_2,ENSMUSG00000006818.5,192,260,274,173,278,111,171,18
ENSMUSG00000028656.14_122859047_122859484_1,ENSMUSG00000028656.14,27,20,85,19,11,18,45,3
ENSMUSG00000005442.13_25268387_25271754_1,ENSMUSG00000005442.13,3,5,1,9,6,1,1,0
ENSMUST00000103233.9,ENSMUSG00000017561.16,14,21,27,19,14,16,26,0
ENSMUSG00000024070.15_78949405_78950878_1,ENSMUSG00000024070.15,200,186,334,152,301,112,199,18
ENSMUSG00000001270.9_111669361_111672297_8,ENSMUSG00000001270.9,283,312,668,228,427,294,476,39
ENSMUSG00000001270.9_111669361_111672297_9,ENSMUSG00000001270.9,454,388,850,254,511,261,523,35
ENSMUSG00000001270.9_111669361_111672297_2,ENSMUSG00000001270.9,68,72,102,49,123,36,42,3
ENSMUSG00000001270.9_111669361_111672297_3,ENSMUSG00000001270.9,149,134,338,108,189,107,221,11
ENSMUSG00000030822.15_127475754_127476758_1,ENSMUSG00000030822.15,45,52,102,44,84,40,66,3
ENSMUSG00000032281.11_54604877_54609176_1,ENSMUSG00000032281.11,242,196,435,149,352,138,312,18
ENSMUSG00000001270.9_111669361_111672297_7,ENSMUSG00000001270.9,41,44,70,36,54,29,47,2
ENSMUSG00000001270.9_111669361_111672297_4,ENSMUSG00000001270.9,283,291,675,213,445,243,465,42
ENSMUSG00000001270.9_111669361_111672297_5,ENSMUSG00000001270.9,74,58,81,48,167,25,43,4
ENSMUSG00000017764.2_164823013_164826871_1,ENSMUSG00000017764.2,9,23,32,22,19,6,22,0
ENSMUSG00000002748.7_135187264_135217351_1,ENSMUSG00000002748.7,37,54,56,53,58,18,41,4
ENSMUST00000053950.9,ENSMUSG00000030556.13,8,20,18,19,26,2,10,1
ENSMUST00000042146.14,ENSMUSG00000029125.14,16,26,37,23,34,16,36,4
ENSMUSG00000035367.9_58402248_58410096_1,ENSMUSG00000035367.9,6,10,14,8,22,5,9,1
ENSMUST00000003152.13,ENSMUSG00000003068.16,47,52,88,54,57,39,65,3
ENSMUST00000112176.7,ENSMUSG00000049775.16,48,64,94,34,76,35,52,6
ENSMUSG00000079184.10_56668248_56678726_1,ENSMUSG00000079184.10,120,185,391,187,208,148,221,14
ENSMUSG00000014905.4_44205559_44210071_1,ENSMUSG00000014905.4,9,7,16,5,13,7,13,2
ENSMUST00000221996.1,ENSMUSG00000074863.5,9,11,16,9,11,6,6,0
ENSMUST00000058030.9,ENSMUSG00000062937.7,21,46,82,58,53,18,46,2
ENSMUSG00000024096.17_65848418_65884792_1,ENSMUSG00000024096.17,72,78,158,82,116,52,83,7
ENSMUSG00000118332.1_143549040_143551938_1,ENSMUSG00000118332.1,8,10,24,9,18,9,12,0
ENSMUST00000181356.1,ENSMUSG00000097156.7,23,19,5,18,26,2,3,0
ENSMUSG00000033933.13_113623959_113630133_1,ENSMUSG00000033933.13,4,3,9,3,16,5,5,0
ENSMUSG00000074476.6_21756104_21760288_1,ENSMUSG00000074476.6,0,0,2,1,0,0,0,1
ENSMUSG00000074476.6_21756104_21760288_3,ENSMUSG00000074476.6,11,12,24,7,11,8,15,1
ENSMUST00000068795.3,ENSMUSG00000055302.5,355,433,1146,383,446,433,609,49
ENSMUST00000109992.7,ENSMUSG00000020432.12,5,4,7,5,7,6,7,0
ENSMUSG00000074476.6_21756104_21760288_4,ENSMUSG00000074476.6,1,3,7,0,2,0,5,1
ENSMUSG00000074476.6_21756104_21760288_6,ENSMUSG00000074476.6,58,112,117,68,70,34,68,5
ENSMUSG00000021764.8_114288648_114317030_1,ENSMUSG00000021764.8,30,34,57,9,63,22,34,0
ENSMUSG00000022043.19_66297066_66311424_1,ENSMUSG00000022043.19,0,2,1,2,0,0,1,0
ENSMUSG00000021764.8_114288648_114317030_3,ENSMUSG00000021764.8,75,68,96,27,97,24,61,2
ENSMUSG00000021764.8_114288648_114317030_2,ENSMUSG00000021764.8,48,49,104,18,90,29,47,3
