Differentially expressed genes,,,,,,,,,
EntrezID,Symbols,GeneName,Chr.1,logFC,AveExpr,t,P.Value,adj.P.Val,B
12491,Cd36,CD36 antigen,5,0.711752118,2.032288624,-3.827249414,0.001932343,0.009800181,-1.734849889
20324,Sdpr,serum deprivation response,1,0.710123554,2.406403387,-3.957367994,0.001500968,0.008133973,-1.562839357
76156,Fam131b,"family with sequence similarity 131, member B",6,0.709453513,4.045246025,-5.683762291,6.24E-05,0.00093674,1.262227912
18670,Abcb4,"ATP-binding cassette, sub-family B (MDR/TAP), member 4",5,0.707569295,1.562156638,-4.241874429,0.000868132,0.005593315,-0.84030161
257633,Acsf3,acyl-CoA synthetase family member 3,8,0.704514657,2.468767233,-4.650948823,0.00040075,0.003230065,-0.254174311
27059,Sh3d19,SH3 domain protein D19,3,0.702568979,5.191287168,-8.441215418,8.80E-07,6.42E-05,5.481869541
56421,Pfkp,"phosphofructokinase, platelet",13,0.701565911,6.426057794,-9.798384972,1.51E-07,2.26E-05,7.191382921
236193,Zfp709,zinc finger protein 709,8,0.699770275,2.677199866,-5.342236568,0.000113643,0.001363147,0.976009931
217069,Trim25,tripartite motif-containing 25,11,0.69925017,3.37337705,-5.871286434,4.52E-05,0.000760115,1.757216579
245555,C77370,expressed sequence C77370,X,0.698823025,5.723201845,-10.02905776,1.14E-07,1.85E-05,7.550395512
78283,Map7d2,MAP7 domain containing 2,X,0.696995151,4.090714331,-8.127863947,1.36E-06,8.04E-05,5.22222004
100043387,Gm14305,predicted gene 14305,2,0.695435897,1.206279959,-3.87965347,0.001745156,0.009097323,-1.463372779
77771,Csrnp3,cysteine-serine-rich nuclear protein 3,2,0.69268782,4.087980603,-6.188741795,2.65E-05,0.000531238,2.134916549
54611,Pde3a,"phosphodiesterase 3A, cGMP inhibited",6,0.691775426,3.256802056,-6.433875621,1.77E-05,0.000407918,2.749276431
78309,Cul9,cullin 9,17,0.691360821,4.18779534,-6.738614365,1.09E-05,0.000295471,3.044054704
12064,Bdnf,brain derived neurotrophic factor,2,0.690799313,2.325114359,-4.515783486,0.000516307,0.003884181,-0.479572942
11775,Ap3b2,"adaptor-related protein complex 3, beta 2 subunit",7,0.690708311,3.182132647,-5.495045329,8.67E-05,0.001137409,1.133032178
70357,Kcnip1,Kv channel-interacting protein 1,11,0.689568117,3.302392392,-5.646493913,6.66E-05,0.000975581,1.376829254
100043764,Gm4631,predicted gene 4631,2,0.688778278,2.185573604,-4.808711488,0.000298975,0.002599567,0.09903374
320840,Negr1,neuronal growth regulator 1,3,0.688766803,3.76709175,-5.623482845,6.93E-05,0.001000945,1.218525183
231570,A830010M20Rik,RIKEN cDNA A830010M20 gene,5,0.687801458,4.424536842,-8.022437709,1.58E-06,8.85E-05,5.000846244
73229,3110052M02Rik,RIKEN cDNA 3110052M02 gene,17,0.686717304,2.017083537,-4.247979595,0.000858062,0.005546019,-0.931263141
244562,Abcc12,"ATP-binding cassette, sub-family C (CFTR/MRP), member 12",8,0.686226583,2.847778872,-4.345719886,0.000712231,0.004868906,-0.937407981
218232,Ptpdc1,protein tyrosine phosphatase domain containing 1,13,0.685670738,3.837589003,-6.196490516,2.62E-05,0.00052768,2.213121589
96957,Tmem62,transmembrane protein 62,2,0.685641893,3.628978878,-6.405801418,1.85E-05,0.00042222,2.61193892
21912,Tspan7,tetraspanin 7,X,0.684905794,5.649574786,-6.547993888,1.47E-05,0.000362347,2.46322055
140723,Cacng5,"calcium channel, voltage-dependent, gamma subunit 5",11,0.683326943,2.459570459,-4.284852386,0.000799742,0.005281864,-0.977391099
237412,Gm4924,predicted gene 4924,10,0.683034642,3.289239075,-6.215238388,2.54E-05,0.000520866,2.370504466
13821,Epb4.1l1,erythrocyte protein band 4.1-like 1,2,0.683015587,4.097321895,-7.248549063,4.92E-06,0.000178267,3.888956004
18693,Pick1,protein interacting with C kinase 1,15,0.680165563,3.545313591,-5.964082442,3.86E-05,0.000687931,1.877156287
235627,Nbeal2,neurobeachin-like 2,9,0.679798082,2.939149863,-5.4408787,9.54E-05,0.001204584,1.087502327
18213,Ntrk3,"neurotrophic tyrosine kinase, receptor, type 3",7,0.679629849,4.394158348,-6.67379859,1.20E-05,0.000317227,2.89393987
73991,Atl1,atlastin GTPase 1,12,0.6787105,3.181808373,-5.593003215,7.31E-05,0.001036559,1.311315715
109082,Fbxw17,F-box and WD-40 domain protein 17,13,0.678511349,2.334671702,-4.092161956,0.001156974,0.006777217,-1.313719646
245684,Cnksr2,connector enhancer of kinase suppressor of Ras 2,X,0.67776694,2.071745626,-4.066420793,0.001215795,0.006991038,-1.32553321
215085,Slc35f1,"solute carrier family 35, member F1",10,0.676056729,5.453602932,-5.841084192,4.76E-05,0.000785073,1.255946865
194237,Rimkla,ribosomal modification protein rimK-like family member A,4,0.675482295,2.239793703,-4.016551868,0.001338612,0.007500232,-1.420624665
22779,Ikzf2,IKAROS family zinc finger 2,1,0.67531817,3.684994414,-5.809358692,5.03E-05,0.00081657,1.564204449
20852,Stat6,signal transducer and activator of transcription 6,10,0.675084548,2.456082384,-5.028537959,0.000199798,0.001975209,0.444343638
170768,Pfkfb3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",2,0.673895872,4.445144849,-5.408689772,0.000101012,0.001250568,0.66197609
74616,Scrn3,secernin 3,2,0.67304098,3.679032433,-5.941684423,4.01E-05,0.000704875,1.809644193
54357,Epb4.1l4b,erythrocyte protein band 4.1-like 4b,4,0.672533533,1.855040404,-3.891289593,0.001706162,0.008943205,-1.565972408
69217,Plekha4,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4",7,0.67250385,2.346961654,-4.347582168,0.000709714,0.00485637,-0.812353655
245670,Rragb,Ras-related GTP binding B,X,0.671304766,4.203014068,-7.946178068,1.76E-06,9.30E-05,4.933517965
380686,Cnrip1,cannabinoid receptor interacting protein 1,11,0.668550154,2.94246749,-5.383095661,0.000105694,0.001286228,0.989432532
224129,Adcy5,adenylate cyclase 5,16,0.66802939,3.583250155,-5.451216094,9.37E-05,0.001194277,0.952293828
237711,Eml6,echinoderm microtubule associated protein like 6,11,0.667457702,2.554627109,-4.803981318,0.0003016,0.002614601,0.007647581
74100,Arpp21,"cyclic AMP-regulated phosphoprotein, 21",9,0.667212058,2.5155808,-4.120305637,0.001095988,0.006529684,-1.292222953
245174,Zfp937,zinc finger protein 937,2,0.666184351,3.557105804,-5.664045305,6.46E-05,0.000956492,1.341793643
75409,Slitrk5,"SLIT and NTRK-like family, member 5",14,0.665568729,4.811155454,-6.198157504,2.61E-05,0.00052768,1.986714408
16508,Kcnd2,"potassium voltage-gated channel, Shal-related family, member 2",6,0.664394265,6.243264713,-8.112797598,1.39E-06,8.17E-05,4.867674669
94212,Pag1,phosphoprotein associated with glycosphingolipid microdomains 1,3,0.662941713,4.258214203,-6.922438263,8.14E-06,0.000244155,3.329571607
223843,Dbx2,developing brain homeobox 2,15,0.658683786,5.265607464,-9.040959083,3.94E-07,3.84E-05,6.306468152
17532,Mras,muscle and microspikes RAS,9,0.656735876,4.319182426,-5.610760783,7.09E-05,0.001017153,1.066010673
19771,Rlbp1,retinaldehyde binding protein 1,7,0.654802155,5.976350401,-5.563879792,7.69E-05,0.00106616,0.694692406
98388,Chst10,carbohydrate sulfotransferase 10,1,0.654535743,4.020274706,-5.4830201,8.86E-05,0.001151096,0.898333072
14348,Fut9,fucosyltransferase 9,4,0.653667714,6.39146038,-9.009107197,4.11E-07,3.95E-05,6.136765067
214579,Aldh5a1,"aldhehyde dehydrogenase family 5, subfamily A1",13,0.653501047,4.617448943,-7.98234103,1.67E-06,9.07E-05,4.903919208
12389,Cav1,"caveolin 1, caveolae protein",6,0.651577372,4.609419655,-5.903827128,4.28E-05,0.000729975,1.528653365
270192,Rab6b,"RAB6B, member RAS oncogene family",9,0.651154907,3.330897667,-4.102042276,0.001135178,0.006689741,-1.546848658
16513,Kcnj10,"potassium inwardly-rectifying channel, subfamily J, member 10",1,0.651073592,3.631817489,-4.307227057,0.000766355,0.005141785,-1.194959253
74051,Steap2,six transmembrane epithelial antigen of prostate 2,5,0.650289701,2.822023278,-4.962783705,0.000225252,0.002137717,0.242753602
83965,Enpp5,ectonucleotide pyrophosphatase/phosphodiesterase 5,17,0.64994508,3.768043354,-5.60293597,7.18E-05,0.001023875,1.184524053
239435,Aard,alanine and arginine rich domain containing protein,15,0.649895561,2.707984814,-4.031695345,0.00130003,0.007359423,-1.533068015
17760,Map6,microtubule-associated protein 6,7,0.649470197,4.848590436,-7.758650553,2.31E-06,0.00011058,4.523004707
100042480,Nhsl2,NHS-like 2,X,0.64863874,2.842161263,-4.089479611,0.001162965,0.006796483,-1.451549619
18190,Nrxn2,neurexin II,19,0.646947476,5.500006807,-5.424842667,9.82E-05,0.001228272,0.501198529
74011,Slc25a27,"solute carrier family 25, member 27",17,0.646294953,2.898498356,-4.274539778,0.000815631,0.005344616,-1.103573051
20393,Sgk1,serum/glucocorticoid regulated kinase 1,10,0.646101659,4.899162809,-7.544815312,3.16E-06,0.000134952,4.17855084
100502943,NA,NA,NA,0.646074044,1.831682839,-3.856755529,0.001824564,0.009387431,-1.646374488
234797,6430548M08Rik,RIKEN cDNA 6430548M08 gene,8,0.645655472,3.552335813,-5.400908676,0.000102412,0.001262487,0.872134164
18214,Ddr2,"discoidin domain receptor family, member 2",1,0.645023005,4.295393309,-4.635274764,0.000412654,0.003296131,-0.753024902
12826,Col4a1,"collagen, type IV, alpha 1",8,0.644640903,4.287155566,-5.1365918,0.000164264,0.001742598,0.198946875
83922,Cep41,centrosomal protein 41,6,0.644251159,3.573446941,-5.717609057,5.89E-05,0.00090333,1.430888943
22329,Vcam1,vascular cell adhesion molecule 1,3,0.64410415,3.784560241,-5.370599094,0.000108062,0.001310559,0.749826481
69870,Polr3gl,polymerase (RNA) III (DNA directed) polypeptide G like,3,0.643510709,2.826711161,-4.952741066,0.000229427,0.002162907,0.201722805
654803,B130055M24Rik,RIKEN cDNA B130055M24 gene,7,0.64262387,2.791842861,-5.236592705,0.000137224,0.001543881,0.741255135
72978,Cnih3,cornichon homolog 3 (Drosophila),1,0.640759946,2.263627415,-4.025000553,0.001316945,0.007422683,-1.406523598
67379,Dedd2,death effector domain-containing DNA binding protein 2,7,0.638855021,1.859034856,-4.382896648,0.000663686,0.004612408,-0.653783683
108097,Prkab2,"protein kinase, AMP-activated, beta 2 non-catalytic subunit",3,0.638473814,3.196709232,-5.328748582,0.000116403,0.001375369,0.813692312
235281,Scn3b,"sodium channel, voltage-gated, type III, beta",9,0.636467565,3.159674193,-4.545048076,0.00048866,0.003733447,-0.651407947
231042,Nupl2,nucleoporin like 2,5,0.636424868,3.201265451,-5.504881322,8.53E-05,0.001124633,1.132087282
110524,Dgkq,"diacylglycerol kinase, theta",5,0.635573844,4.034421004,-6.059510872,3.29E-05,0.000615797,1.913209563
71691,Pnmal1,PNMA-like 1,7,0.634355955,3.127761932,-5.298161258,0.000122922,0.001421695,0.784329993
13653,Egr1,early growth response 1,18,0.633720276,6.051634646,-5.898260789,4.32E-05,0.000734487,1.28614599
330671,B4galnt4,"beta-1,4-N-acetyl-galactosaminyl transferase 4",7,0.633578453,4.517758775,-5.653312002,6.58E-05,0.000967093,1.090569717
232934,Mypop,"Myb-related transcription factor, partner of profilin",7,0.632990133,2.558111875,-4.759358777,0.000327565,0.002775426,-0.087652824
100862065,NA,NA,NA,0.632304499,2.524463924,-4.619823058,0.000424747,0.003364391,-0.343814297
16155,Il10rb,"interleukin 10 receptor, beta",16,0.631741239,3.252340006,-4.897923498,0.000253674,0.002308667,0.013679837
319984,Jph4,junctophilin 4,14,0.631691206,3.700699379,-5.325280742,0.000117123,0.001377636,0.67826996
320513,3222401L13Rik,RIKEN cDNA 3222401L13 gene,18,0.631671706,2.32397177,-4.362667439,0.000689663,0.004752784,-0.785675492
319504,Nrcam,neuron-glia-CAM-related cell adhesion molecule,12,0.631442183,5.484984967,-6.766014204,1.04E-05,0.00028512,2.845446535
18795,Plcb1,"phospholipase C, beta 1",2,0.630052407,4.078574045,-5.252298056,0.000133419,0.001514334,0.458398448
210004,B3gntl1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1",11,0.629721374,1.933398807,-4.141774663,0.001051687,0.006347604,-1.12264456
237769,Gm12258,predicted gene 12258,11,0.629366568,2.010022697,-3.979379762,0.001438356,0.007888223,-1.452011658
16469,Jrk,jerky,15,0.627708042,3.579098394,-6.049711916,3.34E-05,0.000622323,2.016768137
329152,Hecw2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",1,0.627188531,4.925203484,-7.668209549,2.63E-06,0.00011971,4.368699265
67498,Kcnv1,"potassium channel, subfamily V, member 1",15,0.624905424,4.771824183,-6.023454961,3.50E-05,0.000640786,1.683925954
68073,Fam173b,"family with sequence similarity 173, member B",15,0.624812788,2.426916751,-4.489588941,0.000542423,0.004019013,-0.569917471
26919,Zfp346,zinc finger protein 346,13,0.623857076,3.277063996,-6.021704581,3.51E-05,0.000641025,2.028667125
75778,Them4,thioesterase superfamily member 4,3,0.622535735,2.623044565,-4.206593969,0.000928748,0.00584101,-1.151364529
83924,Gpr137b,G protein-coupled receptor 137B,13,0.622277772,2.8305481,-4.05749828,0.001236891,0.007075195,-1.501701619
66812,Ppcdc,phosphopantothenoylcysteine decarboxylase,9,0.622088796,2.874909297,-4.578484169,0.000458934,0.003550191,-0.507339811
239364,Tspyl5,"testis-specific protein, Y-encoded-like 5",15,0.621551265,2.747444083,-4.291254056,0.00079004,0.005244083,-1.020004056
76459,Car12,carbonic anyhydrase 12,9,0.621197162,2.823662878,-3.915189075,0.001628833,0.008636517,-1.776874328
74718,Snx16,sorting nexin 16,3,0.621167421,3.333207474,-5.638339713,6.75E-05,0.000987459,1.345817427
320183,Msrb3,methionine sulfoxide reductase B3,10,0.620584458,3.117413296,-5.056242446,0.000189986,0.00192428,0.340100956
107934,Celsr3,"cadherin, EGF LAG seven-pass G-type receptor 3 (flamingo homolog, Drosophila)",9,0.620229796,3.207779511,-4.732998541,0.000343981,0.002875135,-0.302989741
68346,Sirt5,sirtuin 5,13,0.618816869,1.905905393,-3.866255801,0.001791181,0.009269499,-1.646480123
72080,Sapcd2,suppressor APC domain containing 2,2,0.618297404,5.436985442,-6.254205325,2.38E-05,0.000497686,1.984583897
18164,Nptx1,neuronal pentraxin 1,11,0.61791645,7.474308569,-5.75135696,5.55E-05,0.000870989,0.926514073
108013,Celf4,"CUGBP, Elav-like family member 4",18,0.61486582,1.746777206,-3.855454938,0.001829183,0.009404395,-1.636932821
12671,Chrm3,"cholinergic receptor, muscarinic 3, cardiac",13,0.614664961,4.878810502,-7.41695719,3.82E-06,0.000150571,3.976083467
21961,Tns1,tensin 1,1,0.613654634,4.163334488,-5.584662711,7.42E-05,0.001043423,1.048352607
73683,Atg16l2,autophagy related 16-like 2 (S. cerevisiae),7,0.61201461,3.330289516,-5.333239061,0.000115476,0.001370114,0.789757394
434179,Gm5595,predicted gene 5595,7,0.611693756,2.725695212,-4.955527643,0.000228261,0.002154767,0.232700544
71751,Map3k13,mitogen-activated protein kinase kinase kinase 13,16,0.611300646,2.698588899,-4.700974562,0.000365077,0.003010777,-0.234964909
74318,Hopx,HOP homeobox,5,0.610118007,3.60942405,-4.940284824,0.000234717,0.002191393,-0.011263903
11810,Apobec1,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1",6,0.609742468,2.899548102,-5.145716391,0.000161582,0.001722232,0.543305135
212986,Scfd2,Sec1 family domain containing 2,5,0.608755623,4.002556517,-4.528035562,0.000504541,0.003819365,-0.894319201
194126,Mtmr11,myotubularin related protein 11,3,0.607956826,5.035294061,-4.615166408,0.000428463,0.003384402,-0.952032403
75599,Pcdh1,protocadherin 1,18,0.607249755,3.793761778,-5.250977163,0.000133734,0.001514734,0.527718638
72650,2810006K23Rik,RIKEN cDNA 2810006K23 gene,5,0.606489707,3.604517973,-5.219434512,0.000141512,0.001569094,0.519320345
20527,Slc2a3,"solute carrier family 2 (facilitated glucose transporter), member 3",6,0.606069269,4.634439234,-4.255179554,0.00084634,0.005482712,-1.56065845
76574,Mfsd2a,major facilitator superfamily domain containing 2A,4,0.605559436,4.355333694,-6.392835686,1.89E-05,0.000429187,2.422179439
194268,9930104L06Rik,RIKEN cDNA 9930104L06 gene,4,0.605138765,2.37692652,-4.232462663,0.000883894,0.005643748,-1.059601968
219151,Scara3,"scavenger receptor class A, member 3",14,0.604895284,2.423380344,-4.117943324,0.001100978,0.006534492,-1.285399234
78755,Fam122b,"family with sequence similarity 122, member B",X,0.604314751,3.980123388,-5.96115296,3.88E-05,0.000690485,1.756005745
56807,Scamp5,secretory carrier membrane protein 5,9,0.60403195,6.033451805,-7.130329879,5.90E-06,0.000203158,3.366407039
328365,Zmiz1,"zinc finger, MIZ-type containing 1",14,0.603399202,5.887517301,-5.473726649,9.01E-05,0.0011636,0.535302763
18669,Abcb1b,"ATP-binding cassette, sub-family B (MDR/TAP), member 1B",5,0.603334152,4.100541966,-6.501233981,1.59E-05,0.000381112,2.650506606
74568,Mlkl,mixed lineage kinase domain-like,8,0.60193175,1.762407949,-4.009341631,0.001357391,0.007563745,-1.350532182
319945,Flad1,"RFad1, flavin adenine dinucleotide synthetase, homolog (yeast)",3,0.601819952,3.356866673,-5.408892379,0.000100975,0.001250568,0.927761849
78070,Cpt1c,carnitine palmitoyltransferase 1c,7,0.601480416,5.525941835,-8.355288791,9.91E-07,6.75E-05,5.300123133
218341,Rfesd,Rieske (Fe-S) domain containing,13,0.600326619,2.141614177,-3.834057837,0.001906911,0.009709277,-1.763896122
232798,Leng8,leukocyte receptor cluster (LRC) member 8,7,0.600174698,5.294578915,-4.186368955,0.000965439,0.005976648,-1.836527178
263764,Creg2,cellular repressor of E1A-stimulated genes 2,1,0.599135283,2.25639366,-4.02936828,0.001305884,0.007377883,-1.40424246
58234,Shank3,SH3/ankyrin domain gene 3,15,0.595916031,3.522632828,-5.539440893,8.03E-05,0.001090401,1.124069872
228852,Ppp1r16b,"protein phosphatase 1, regulatory (inhibitor) subunit 16B",2,0.595843324,5.50281717,-6.904164503,8.37E-06,0.000248601,3.067118286
102774,Bbs4,Bardet-Biedl syndrome 4 (human),9,0.59551017,2.476385229,-4.015826623,0.001340488,0.007501697,-1.491843133
55984,Camkk1,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",11,0.595039525,2.123059237,-3.958540879,0.001497563,0.008119401,-1.522092328
239839,Ccdc14,coiled-coil domain containing 14,16,0.595033668,3.894128099,-5.850681705,4.69E-05,0.000775903,1.589137328
117600,Srgap1,SLIT-ROBO Rho GTPase activating protein 1,10,0.594909079,3.341939672,-5.300949384,0.000122312,0.001416947,0.735772397
268890,Lsamp,limbic system-associated membrane protein,16,0.594311845,3.969981093,-5.967000521,3.84E-05,0.000686318,1.773273706
19739,Rgs9,regulator of G-protein signaling 9,11,0.594258916,2.22582392,-4.028994581,0.001306827,0.007380277,-1.411377854
241950,Bbs12,Bardet-Biedl syndrome 12 (human),3,0.592672584,3.194402447,-5.164401489,0.000156229,0.001682452,0.517406303
21354,Tap1,"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)",17,0.591871616,3.702821455,-5.075712286,0.000183391,0.001868858,0.217732778
66514,Asrgl1,asparaginase like 1,19,0.591814645,6.241408237,-5.743235522,5.63E-05,0.000878939,0.985386897
101809,Spred3,"sprouty-related, EVH1 domain containing 3",7,0.591393306,4.473959132,-7.194397737,5.35E-06,0.000189713,3.713154834
72699,Lime1,Lck interacting transmembrane adaptor 1,2,0.590985098,3.633270531,-4.873744866,0.0002652,0.002384785,-0.141808606
210992,Lpcat1,lysophosphatidylcholine acyltransferase 1,13,0.589562994,5.626099958,-7.111977519,6.07E-06,0.000203539,3.38713901
18739,Pitpnm1,"phosphatidylinositol transfer protein, membrane-associated 1",19,0.589240571,4.487653563,-7.555926712,3.11E-06,0.000133554,4.273844876
193838,Eme2,essential meiotic endonuclease 1 homolog 2 (S. pombe),17,0.588983819,3.513548347,-5.778790779,5.30E-05,0.000842507,1.545680013
100503884,Ccdc149,coiled-coil domain containing 149,5,0.588544165,3.196079127,-5.089622922,0.000178826,0.001840792,0.374825183
63955,Cables1,CDK5 and Abl enzyme substrate 1,18,0.588444665,2.963369051,-4.436514922,0.000599597,0.004297161,-0.793835705
23792,Adam23,a disintegrin and metallopeptidase domain 23,1,0.588240505,3.814012922,-5.887274684,4.40E-05,0.000744574,1.673942395
56369,Apip,APAF1 interacting protein,2,0.587801464,3.121316935,-4.930363556,0.000239021,0.002216627,0.096798773
234214,Sorbs2,sorbin and SH3 domain containing 2,8,0.587084889,4.097424297,-5.282225261,0.000126468,0.001450914,0.518701452
72125,Amer2,APC membrane recruitment 2,14,0.5861567,3.994101069,-5.966952095,3.85E-05,0.000686318,1.760987408
18479,Pak1,p21 protein (Cdc42/Rac)-activated kinase 1,7,0.58604747,6.167846498,-7.591341638,2.95E-06,0.000129091,4.078451455
407786,Taf9b,"TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor",X,0.585902888,4.12923823,-5.995231032,3.67E-05,0.000661631,1.789037123
22223,Uchl1,ubiquitin carboxy-terminal hydrolase L1,5,0.585698115,5.221228014,-6.423152302,1.80E-05,0.000414429,2.301473178
